"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L25154","TestMockLog","com.thinkaurelius.titan.graphdb.TestMockLog","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TestMockLog.java","30","1","160","2","0","0","0","0","0","0","0","0","2","1","1","4","7","0","0","0","3","0.25","0.1","3","3","1","3","0.0280374","3","1","1","0","0","1","27","37","5","0","5","0","3","1","3","0","3","9","1","3","0","104","131","10","4","10","4","16","1","13","0","16","36","1","13","0","0","0","48","13","0","0","0","0","0","0","0","2","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","13","0","0"
"L12484","TitanEventualGraphTest","com.thinkaurelius.titan.graphdb.TitanEventualGraphTest","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TitanEventualGraphTest.java","34","1","398","2","0","0","0","0","0","0","0","0","10","2","2","21","3","2","0","0","10","0.666667","0.12381","39","18","6","3","0.12381","39","1","1","2","2","1","276","365","10","8","1","0","10","0","8","0","42","237","8","37","1","276","365","10","8","1","0","10","0","8","0","42","237","8","37","1","0","0","26","80","57","0","0","1","0","0","0","1","0","0","2","0","0","1","21","0","0","0","0","0","53","0","1","0","0","0","0","0","0","0","0","0","4","0","12","0","67","0","0"
"L25213","TitanGraphBaseTest","com.thinkaurelius.titan.graphdb.TitanGraphBaseTest","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TitanGraphBaseTest.java","41","1","324","2","0","0","0","0","0","0","0","0","4","4","4","70","37","19","34","55","87","0.0666667","0.0652174","15","12","2","28","0.0625","15","0","0","12","54","0","215","272","9","8","9","8","32","8","29","1","32","133","8","29","1","225","284","11","8","11","8","33","10","30","1","33","138","10","30","1","0","0","96","1","43","0","0","29","0","0","0","1","0","3","1","5","0","12","70","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","15","0","0","0","0","0","0"
"L12397","TitanGraphConcurrentTest","com.thinkaurelius.titan.graphdb.TitanGraphConcurrentTest","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TitanGraphConcurrentTest.java","38","1","482","2","0","0","0","0","0","0","0","0","1","3","3","27","19","5","0","31","39","0.5","0.21327","45","38","4","4","0.154822","61","1","1","5","5","1","166","252","17","8","8","0","8","1","7","1","40","139","9","36","2","333","445","34","8","25","0","22","1","19","1","56","231","9","50","2","0","0","75","20","20","0","0","12","0","0","0","0","0","2","0","1","0","3","63","0","0","0","0","0","5","0","3","0","0","0","0","0","0","1","0","0","9","6","3","6","1","0","0"
"L12532","TitanGraphIterativeBenchmark","com.thinkaurelius.titan.graphdb.TitanGraphIterativeBenchmark","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TitanGraphIterativeBenchmark.java","36","1","118","2","0","0","0","0","0","0","0","0","3","2","2","8","3","1","0","0","4","0.6","0.19403","13","13","3","2","0.158537","13","1","1","1","1","1","54","68","10","8","1","0","4","0","4","0","36","45","8","33","1","69","83","10","8","1","0","5","0","5","0","37","59","8","34","1","0","0","17","26","4","0","0","3","0","0","0","1","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","3","23","0","0"
"L12406","TitanGraphPerformanceMemoryTest","com.thinkaurelius.titan.graphdb.TitanGraphPerformanceMemoryTest","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TitanGraphPerformanceMemoryTest.java","27","1","140","2","0","0","0","0","0","0","0","0","2","2","2","12","10","5","0","15","17","0.333333","0.0684932","5","3","1","2","0.0545455","6","1","1","5","5","1","68","77","10","8","1","0","2","1","2","0","34","59","9","31","1","104","114","10","8","1","0","4","1","4","0","36","90","9","33","1","0","1","22","3","9","0","1","0","0","0","0","1","0","0","0","0","0","0","17","0","0","0","0","0","6","0","3","0","0","0","0","0","0","0","0","0","4","0","2","1","0","0","0"
"L12414","TitanGraphTest","com.thinkaurelius.titan.graphdb.TitanGraphTest","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TitanGraphTest.java","87","1","4974","2","0.460867","33","205","71","0.325286","0.359313","1590","1360","34","4","3","323","82","5","0","223","299","0.323529","0.112972","452","96","22","46","0.109202","464","1","1","5","8","1","3549","4633","10","8","1","0","76","0","67","2","108","3036","8","96","3","3785","4888","13","8","4","0","93","0","83","2","125","3207","8","112","3","0","75","428","391","1104","0","71","52","0","108","0","1","0","9","15","24","0","11","219","71","0","92","0","0","945","0","6","0","0","0","0","0","0","0","3","0","67","9","67","17","282","0","0"
"L10494","TitanIndexTest","com.thinkaurelius.titan.graphdb.TitanIndexTest","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TitanIndexTest.java","50","1","1366","2","0.571638","14","52","33","0.347001","0.390748","457","397","22","6","6","86","7","4","0","0","27","0.428571","0.0968028","109","37","9","12","0.0968028","109","1","1","4","6","1","1017","1317","19","11","10","3","27","9","20","0","59","818","17","49","1","1017","1317","19","11","10","3","27","9","20","0","59","818","17","49","1","0","7","141","189","251","0","7","23","0","56","0","1","0","5","2","0","0","3","49","7","0","2","0","0","223","1","1","0","0","0","0","0","0","1","0","0","30","0","32","4","148","0","0"
"L12431","TitanOperationCountingTest","com.thinkaurelius.titan.graphdb.TitanOperationCountingTest","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TitanOperationCountingTest.java","52","1","694","2","0.051255","1","4","2","0.0311042","0.0356436","20","18","23","3","3","58","3","3","0","0","28","0.125","0.0973282","51","17","3","21","0.0907473","51","1","1","3","3","1","473","605","13","11","4","4","28","3","23","0","59","386","11","51","1","511","643","13","11","4","4","30","3","25","0","61","416","11","53","1","0","0","85","94","96","0","0","14","0","9","0","1","0","0","2","0","0","3","65","0","0","28","0","0","53","0","0","0","0","0","0","0","0","0","0","0","10","0","7","1","82","0","0"
"L12439","TitanPartitionGraphTest","com.thinkaurelius.titan.graphdb.TitanPartitionGraphTest","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TitanPartitionGraphTest.java","39","1","353","2","0","0","0","0","0","0","0","0","6","4","4","48","7","6","0","0","11","0.0909091","0.0699301","20","5","1","10","0.0699301","20","1","1","6","6","1","266","315","12","12","3","5","11","0","10","0","42","222","8","38","1","266","315","12","12","3","5","11","0","10","0","42","222","8","38","1","0","0","35","78","79","0","0","5","0","0","0","1","0","3","3","0","0","0","23","0","0","0","0","0","68","0","0","0","0","0","0","0","0","3","0","0","8","0","7","1","70","0","0"
"L12574","TitanWritePerformanceTest","com.thinkaurelius.titan.graphdb.TitanWritePerformanceTest","L12366","L103","titan-test\src\main\java\com\thinkaurelius\titan\graphdb\TitanWritePerformanceTest.java","23","1","227","2","0","0","0","0","0","0","0","0","5","1","1","8","2","1","0","0","5","0","0.025","1","0","0","5","0.58011","105","1","1","1","1","1","39","156","12","8","3","0","5","1","4","0","37","18","9","33","1","76","205","17","9","8","1","9","1","5","0","41","43","9","34","1","0","0","26","23","6","0","0","4","0","0","0","1","0","0","0","0","0","1","21","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","0","2","0","20","0","0"
"L26353","TestCoreElements","com.thinkaurelius.titan.graphdb.TestCoreElements","L12366","L103","titan-test\src\test\java\com\thinkaurelius\titan\graphdb\TestCoreElements.java","16","1","46","2","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","2","0.333333","0.178571","5","5","1","2","0.178571","5","0","0","0","0","0","23","31","0","0","0","0","2","0","2","0","2","15","0","2","0","23","31","0","0","0","0","2","0","2","0","2","15","0","2","0","0","0","8","0","17","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L26358","TitanFactoryShorthandTest","com.thinkaurelius.titan.graphdb.TitanFactoryShorthandTest","L12366","L103","titan-test\src\test\java\com\thinkaurelius\titan\graphdb\TitanFactoryShorthandTest.java","14","1","21","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0.5","0.5","7","7","1","1","0.5","7","0","0","0","0","0","7","8","0","0","0","0","1","0","1","0","1","2","0","1","0","7","8","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L26362","VertexListTest","com.thinkaurelius.titan.graphdb.VertexListTest","L12366","L103","titan-test\src\test\java\com\thinkaurelius\titan\graphdb\VertexListTest.java","21","1","69","2","0","0","0","0","0","0","0","0","1","3","3","6","0","0","0","0","1","0.5","0.075","3","3","1","1","0.075","3","0","0","0","0","0","37","49","0","0","0","0","1","0","1","0","1","32","0","1","0","37","49","0","0","0","0","1","0","1","0","1","32","0","1","0","0","1","5","11","8","0","1","2","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0"
"L26370","CassandraStorageSetup$Paths","com.thinkaurelius.titan.CassandraStorageSetup$Paths","L26365","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\CassandraStorageSetup.java","174","5","182","6","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","8","9","2","0","2","0","1","0","1","0","1","2","0","1","0","8","9","2","0","2","0","1","0","1","0","1","2","0","1","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"L26434","StandaloneTests","com.thinkaurelius.titan.testcategory.StandaloneTests","L26420","L103","titan-cassandra\src\test\java\com\thinkaurelius\titan\testcategory\StandaloneTests.java","9","1","9","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.857143","6","6","1","0","0.857143","6","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L26999","InvalidElementException","com.thinkaurelius.titan.core.InvalidElementException","L26445","L103","titan-core\src\main\java\com\thinkaurelius\titan\core\InvalidElementException.java","9","1","40","2","0","0","0","0","0","0","0","0","2","0","0","4","2","1","2","0","4","0.6","0.46875","15","15","3","2","0.46875","15","1","1","0","0","1","17","32","2","1","1","1","4","0","4","0","8","5","0","8","0","17","32","2","1","1","1","4","0","4","0","8","5","0","8","0","0","0","6","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L18538","InvalidIDException","com.thinkaurelius.titan.core.InvalidIDException","L26445","L103","titan-core\src\main\java\com\thinkaurelius\titan\core\InvalidIDException.java","8","1","21","2","0","0","0","0","0","0","0","0","0","0","0","3","1","1","1","0","3","0.25","0.3125","5","5","1","3","0.3125","5","1","1","0","0","1","11","14","1","0","0","0","3","0","3","0","7","3","0","7","0","11","14","1","0","0","0","3","0","3","0","7","3","0","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L27349","QueryException","com.thinkaurelius.titan.core.QueryException","L26445","L103","titan-core\src\main\java\com\thinkaurelius\titan\core\QueryException.java","9","1","37","2","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","3","1","0.6","18","18","4","0","0.6","18","1","1","0","0","1","12","29","2","0","1","0","3","0","3","0","7","3","0","7","0","12","29","2","0","1","0","3","0","3","0","7","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22625","SchemaViolationException","com.thinkaurelius.titan.core.SchemaViolationException","L26445","L103","titan-core\src\main\java\com\thinkaurelius\titan\core\SchemaViolationException.java","8","1","18","2","0","0","0","0","0","0","0","0","0","0","0","2","1","2","4","0","2","0.333333","0.384615","5","5","1","2","0.384615","5","1","1","0","0","1","8","11","1","0","0","0","2","0","2","0","6","2","0","6","0","8","11","1","0","0","0","2","0","2","0","6","2","0","6","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L27695","Titan","com.thinkaurelius.titan.core.Titan","L26445","L103","titan-core\src\main\java\com\thinkaurelius\titan\core\Titan.java","11","1","21","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0.666667","10","10","2","0","0.666667","10","0","0","0","0","0","5","11","0","0","0","0","1","0","1","0","1","1","0","1","0","5","11","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2148","TitanConfigurationException","com.thinkaurelius.titan.core.TitanConfigurationException","L26445","L103","titan-core\src\main\java\com\thinkaurelius\titan\core\TitanConfigurationException.java","10","1","38","2","0","0","0","0","0","0","0","0","0","0","0","3","1","4","4","0","3","1","0.6","18","18","4","0","0.6","18","1","1","0","0","1","12","29","2","0","1","0","3","0","3","0","7","3","0","7","0","12","29","2","0","1","0","3","0","3","0","7","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2235","TitanException","com.thinkaurelius.titan.core.TitanException","L26445","L103","titan-core\src\main\java\com\thinkaurelius\titan\core\TitanException.java","11","1","49","2","0","0","0","0","0","0","0","0","1","0","0","4","1","27","28","1","5","1","0.605263","23","23","5","0","0.605263","23","0","0","7","7","0","15","39","1","0","1","0","4","0","4","0","4","4","0","4","0","15","39","1","0","1","0","4","0","4","0","4","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2569","TitanFactory","com.thinkaurelius.titan.core.TitanFactory","L26445","L103","titan-core\src\main\java\com\thinkaurelius\titan\core\TitanFactory.java","41","1","288","2","0","0","0","0","0","0","0","0","7","4","2","25","7","5","6","0","11","1","0.469072","91","85","8","0","0.462222","104","0","0","0","0","0","103","213","1","4","1","4","11","0","7","0","11","60","0","7","0","121","248","4","5","1","4","15","0","10","0","22","67","1","16","0","0","0","18","22","14","0","0","8","0","0","0","2","0","0","0","0","0","5","13","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","21","0","0"
"L28346","GraphOfTheGodsFactory","com.thinkaurelius.titan.example.GraphOfTheGodsFactory","L28343","L103","titan-core\src\main\java\com\thinkaurelius\titan\example\GraphOfTheGodsFactory.java","23","1","166","2","0.211491","1","1","1","0.145833","0.178947","21","17","3","1","1","5","1","0","0","0","3","0.5","0.208333","25","21","2","2","0.208333","25","0","0","0","0","0","95","144","1","0","1","0","3","1","3","0","3","84","1","3","0","95","144","1","0","1","0","3","1","3","0","3","84","1","3","0","0","1","24","37","1","0","0","0","0","11","0","1","0","0","0","0","0","1","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","0","12","0","25","0","0"
"L29325","LongEncodingTest","com.thinkaurelius.titan.util.LongEncodingTest","L28414","L103","titan-test\src\test\java\com\thinkaurelius\titan\util\LongEncodingTest.java","16","1","42","2","0","0","0","0","0","0","0","0","2","2","2","5","0","0","0","0","2","0.333333","0.125","3","3","1","2","0.125","3","0","0","0","0","0","21","27","0","0","0","0","2","0","2","0","2","16","0","2","0","21","27","0","0","0","0","2","0","2","0","2","16","0","2","0","0","0","8","7","4","0","0","2","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0"
"L29329","StringEncodingTest","com.thinkaurelius.titan.util.StringEncodingTest","L28414","L103","titan-test\src\test\java\com\thinkaurelius\titan\util\StringEncodingTest.java","11","1","42","2","0","0","0","0","0","0","0","0","1","2","2","5","0","0","0","0","1","0.5","0.1","3","3","1","1","0.1","3","0","0","0","0","0","27","32","0","0","0","0","1","0","1","0","1","17","0","1","0","27","32","0","0","0","0","1","0","1","0","1","17","0","1","0","0","2","5","5","6","0","2","0","0","0","0","0","0","0","0","0","0","0","5","2","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0"
"L29354","AbstractTitanAssemblyIT","com.thinkaurelius.titan.pkgtest.AbstractTitanAssemblyIT","L29332","L103","titan-dist\src\test\java\com\thinkaurelius\titan\pkgtest\AbstractTitanAssemblyIT.java","28","1","171","2","0","0","0","0","0","0","0","0","9","1","1","10","0","12","0","0","9","0","0.212766","20","0","0","1","0.175","21","0","0","12","12","0","74","112","4","0","4","0","9","0","0","0","9","31","0","0","0","99","144","6","0","6","0","12","0","1","0","12","40","0","1","0","0","0","31","25","4","0","1","0","0","0","0","2","0","0","0","0","0","4","28","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","18","0","0"
