"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of committers","Number of previous modifications","Number of developer commits","Number of bugs"
"L20938","VertexCentricQuery.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/vertex/VertexCentricQuery.java","L20931","1","0","57","0","3","6","1615","0"
"L20939","VertexCentricQueryBuilder.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/vertex/VertexCentricQueryBuilder.java","L20931","7","0","76","0","4","14","142","0"
"L20940","VertexListInternal.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/vertex/VertexListInternal.java","L20931","1","0","7","0","3","4","1615","0"
"L20941","VertexLongList.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/query/vertex/VertexLongList.java","L20931","12","0","107","1","4","13","1615","0"
"L22249","AddedRelationsContainer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/addedrelations/AddedRelationsContainer.java","L22248","1","0","35","0","1","3","1077","0"
"L22250","ConcurrentAddedRelations.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/addedrelations/ConcurrentAddedRelations.java","L22248","1","0","22","0","1","2","1077","0"
"L22251","ConcurrentBufferAddedRelations.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/addedrelations/ConcurrentBufferAddedRelations.java","L22248","1","0","22","0","1","2","1077","0"
"L22252","SimpleAddedRelations.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/addedrelations/SimpleAddedRelations.java","L22248","3","0","32","0","1","3","1077","0"
"L22253","SimpleBufferAddedRelations.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/addedrelations/SimpleBufferAddedRelations.java","L22248","10","0","56","0","1","4","1077","0"
"L22330","ConcurrentIndexCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/indexcache/ConcurrentIndexCache.java","L22329","3","0","28","1","2","4","1615","0"
"L22331","IndexCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/indexcache/IndexCache.java","L22329","1","0","8","1","2","4","1615","0"
"L22332","SimpleIndexCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/indexcache/SimpleIndexCache.java","L22329","1","0","30","1","2","4","1615","0"
"L22368","CombinerLock.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/lock/CombinerLock.java","L22367","3","0","42","0","3","14","1615","0"
"L22369","FakeLock.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/lock/FakeLock.java","L22367","1","0","16","0","3","14","1615","0"
"L22370","IndexLockTuple.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/lock/IndexLockTuple.java","L22367","5","0","26","0","3","9","53","0"
"L22371","LockTuple.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/lock/LockTuple.java","L22367","12","0","46","0","2","2","53","0"
"L22372","ReentrantTransactionLock.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/lock/ReentrantTransactionLock.java","L22367","4","0","26","0","3","14","1615","0"
"L22373","TransactionLock.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/lock/TransactionLock.java","L22367","1","0","7","0","3","14","1615","0"
"L23422","GuavaVertexCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/vertexcache/GuavaVertexCache.java","L23421","12","0","94","0","3","9","1615","0"
"L23423","LRUVertexCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/vertexcache/LRUVertexCache.java","L23421","12","0","72","0","3","16","1077","0"
"L23424","VertexCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/transaction/vertexcache/VertexCache.java","L23421","1","0","11","0","3","6","1077","0"
"L23544","CompositeIndexTypeWrapper.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/indextype/CompositeIndexTypeWrapper.java","L23543","5","0","69","0","4","9","142","0"
"L23545","IndexTypeWrapper.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/indextype/IndexTypeWrapper.java","L23543","8","0","97","0","3","9","1615","0"
"L23546","MixedIndexTypeWrapper.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/indextype/MixedIndexTypeWrapper.java","L23543","3","0","52","0","2","2","53","0"
"L23761","BaseKey.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/system/BaseKey.java","L23760","6","0","142","0","4","24","1077","0"
"L23762","BaseLabel.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/system/BaseLabel.java","L23760","1","0","46","0","4","14","142","0"
"L23763","BaseRelationType.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/system/BaseRelationType.java","L23760","3","0","51","0","4","10","142","0"
"L23764","BaseVertexLabel.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/system/BaseVertexLabel.java","L23760","1","0","33","0","3","9","1077","0"
"L23765","EmptyRelationType.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/system/EmptyRelationType.java","L23760","1","0","48","0","4","18","1077","0"
"L23766","EmptyVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/system/EmptyVertex.java","L23760","4","0","208","0","4","30","142","0"
"L23767","ImplicitKey.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/system/ImplicitKey.java","L23760","17","0","133","0","4","33","1077","0"
"L23768","SystemRelationType.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/system/SystemRelationType.java","L23760","1","0","4","0","2","3","1615","0"
"L23769","SystemTypeManager.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/system/SystemTypeManager.java","L23760","1","0","37","0","4","30","1077","0"
"L24170","DisableDefaultSchemaMaker.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/typemaker/DisableDefaultSchemaMaker.java","L24169","1","0","27","0","2","3","1615","0"
"L24215","EdgeLabelVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/vertices/EdgeLabelVertex.java","L24214","1","0","30","0","3","5","1077","0"
"L24216","PropertyKeyVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/vertices/PropertyKeyVertex.java","L24214","1","0","31","0","3","3","53","0"
"L24217","RelationTypeVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/vertices/RelationTypeVertex.java","L24214","6","0","91","0","3","10","1077","0"
"L24218","TitanSchemaVertex.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/types/vertices/TitanSchemaVertex.java","L24214","17","0","147","1","4","28","1615","0"
"L14171","DefaultPlacementStrategy.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/placement/DefaultPlacementStrategy.java","L14170","4","0","45","0","3","12","1077","0"
"L14172","IDPlacementStrategy.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/placement/IDPlacementStrategy.java","L14170","1","0","12","0","3","12","1077","0"
"L14173","PartitionAssignment.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/placement/PartitionAssignment.java","L14170","1","0","10","0","2","3","53","0"
"L14174","PartitionIDRange.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/placement/PartitionIDRange.java","L14170","23","0","115","0","3","11","1077","0"
"L14175","SimpleBulkPlacementStrategy.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/placement/SimpleBulkPlacementStrategy.java","L14170","9","0","87","0","4","23","142","0"
"L14176","SimplePartitionAssignment.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/idassigner/placement/SimplePartitionAssignment.java","L14170","1","0","18","0","2","3","53","0"
"L16273","AbstractDecimal.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/AbstractDecimal.java","L16272","19","0","148","0","3","11","1615","0"
"L16274","ArraySerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/ArraySerializer.java","L16272","19","0","64","0","2","4","1077","0"
"L16275","BooleanArraySerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/BooleanArraySerializer.java","L16272","8","0","52","0","3","9","1615","0"
"L16276","BooleanSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/BooleanSerializer.java","L16272","6","0","43","1","3","14","1615","0"
"L16277","ByteArraySerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/ByteArraySerializer.java","L16272","4","0","33","0","3","9","1615","0"
"L16278","ByteSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/ByteSerializer.java","L16272","7","0","38","1","3","13","1615","0"
"L16279","CharacterSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/CharacterSerializer.java","L16272","3","0","40","1","3","14","1615","0"
"L16280","CharArraySerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/CharArraySerializer.java","L16272","4","0","33","0","3","9","1615","0"
"L16281","DateSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/DateSerializer.java","L16272","4","0","36","0","3","14","1615","0"
"L16282","DoubleArraySerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/DoubleArraySerializer.java","L16272","4","0","33","0","3","9","1615","0"
"L16283","DoubleSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/DoubleSerializer.java","L16272","3","0","25","1","3","17","1615","0"
"L16284","FloatArraySerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/FloatArraySerializer.java","L16272","4","0","33","0","3","9","1615","0"
"L16285","FloatSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/FloatSerializer.java","L16272","5","0","27","1","3","18","1615","0"
"L16286","IntArraySerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/IntArraySerializer.java","L16272","4","0","33","0","3","9","1615","0"
"L16287","IntegerSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/IntegerSerializer.java","L16272","8","0","42","0","3","13","1615","0"
"L16288","LongArraySerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/LongArraySerializer.java","L16272","4","0","33","0","3","9","1615","0"
"L16289","LongSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/LongSerializer.java","L16272","6","0","40","0","4","22","142","0"
"L16290","ShortArraySerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/ShortArraySerializer.java","L16272","4","0","33","0","3","9","1615","0"
"L16291","ShortSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/ShortSerializer.java","L16272","7","0","38","1","3","13","1615","0"
"L16292","StringArraySerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/StringArraySerializer.java","L16272","5","0","38","0","3","12","1615","0"
"L16293","StringSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/attribute/StringSerializer.java","L16272","44","0","223","0","3","15","1615","0"
"L16909","KryoInstanceCache.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/kryo/KryoInstanceCache.java","L16908","1","0","6","1","1","1","1615","0"
"L16910","KryoInstanceCacheImpl.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/kryo/KryoInstanceCacheImpl.java","L16908","2","0","78","1","1","1","1615","0"
"L16911","KryoSerializer.java","titan-core/src/main/java/com/thinkaurelius/titan/graphdb/database/serialize/kryo/KryoSerializer.java","L16908","15","0","147","2","5","35","1615","0"
"L10324","ElasticSearchConstants.java","titan-es/src/main/java/com/thinkaurelius/titan/diskstorage/es/ElasticSearchConstants.java","L10323","1","0","22","1","3","5","1615","0"
"L10325","ElasticSearchIndex.java","titan-es/src/main/java/com/thinkaurelius/titan/diskstorage/es/ElasticSearchIndex.java","L10323","142","0","677","4","9","98","1615","0"
"L10326","ElasticSearchSetup.java","titan-es/src/main/java/com/thinkaurelius/titan/diskstorage/es/ElasticSearchSetup.java","L10323","23","0","180","0","2","7","1615","0"
"L10334","BerkeleyElasticsearchTest.java","titan-es/src/test/java/com/thinkaurelius/titan/diskstorage/es/BerkeleyElasticsearchTest.java","L10333","1","0","38","0","2","3","1615","0"
"L10335","ElasticSearchConfigTest.java","titan-es/src/test/java/com/thinkaurelius/titan/diskstorage/es/ElasticSearchConfigTest.java","L10333","4","0","222","0","2","9","1615","0"
"L10336","ElasticSearchIndexTest.java","titan-es/src/test/java/com/thinkaurelius/titan/diskstorage/es/ElasticSearchIndexTest.java","L10333","2","0","100","1","3","30","1615","0"
"L10337","ElasticsearchRunner.java","titan-es/src/test/java/com/thinkaurelius/titan/diskstorage/es/ElasticsearchRunner.java","L10333","11","0","86","0","2","6","1615","0"
"L10338","ElasticsearchStatus.java","titan-es/src/test/java/com/thinkaurelius/titan/diskstorage/es/ElasticsearchStatus.java","L10333","7","0","68","0","2","2","1077","0"
"L10339","ThriftElasticsearchTest.java","titan-es/src/test/java/com/thinkaurelius/titan/diskstorage/es/ThriftElasticsearchTest.java","L10333","1","0","35","0","1","2","1615","0"
"L10977","LuceneIndex.java","titan-lucene/src/main/java/com/thinkaurelius/titan/diskstorage/lucene/LuceneIndex.java","L10976","133","0","594","2","5","57","1615","0"
"L10985","BerkeleyLuceneTest.java","titan-lucene/src/test/java/com/thinkaurelius/titan/diskstorage/lucene/BerkeleyLuceneTest.java","L10984","1","0","24","0","2","2","1615","0"
"L10986","LuceneExample.java","titan-lucene/src/test/java/com/thinkaurelius/titan/diskstorage/lucene/LuceneExample.java","L10984","15","0","125","0","1","4","1077","0"
"L10987","LuceneIndexTest.java","titan-lucene/src/test/java/com/thinkaurelius/titan/diskstorage/lucene/LuceneIndexTest.java","L10984","1","0","61","0","3","26","1615","0"
"L11148","SolrIndex.java","titan-solr/src/main/java/com/thinkaurelius/titan/diskstorage/solr/SolrIndex.java","L11147","152","0","682","0","4","27","1077","0"
"L11311","GeoToWktConverter.java","titan-solr/src/main/java/com/thinkaurelius/titan/diskstorage/solr/transform/GeoToWktConverter.java","L11310","2","0","14","0","3","4","1615","0"
"L11156","BerkeleySolrTest.java","titan-solr/src/test/java/com/thinkaurelius/titan/diskstorage/solr/BerkeleySolrTest.java","L11155","1","0","17","0","3","6","1615","0"
"L11157","SolrIndexTest.java","titan-solr/src/test/java/com/thinkaurelius/titan/diskstorage/solr/SolrIndexTest.java","L11155","1","0","80","0","4","12","1615","0"
"L11158","SolrRunner.java","titan-solr/src/test/java/com/thinkaurelius/titan/diskstorage/solr/SolrRunner.java","L11155","3","0","54","0","3","8","1615","0"
"L11159","SolrTitanIndexTest.java","titan-solr/src/test/java/com/thinkaurelius/titan/diskstorage/solr/SolrTitanIndexTest.java","L11155","1","0","27","0","2","2","1615","0"
"L11160","ThriftSolrTest.java","titan-solr/src/test/java/com/thinkaurelius/titan/diskstorage/solr/ThriftSolrTest.java","L11155","2","0","37","0","3","7","1615","0"
"L11313","GeoToWktConverterTest.java","titan-solr/src/test/java/com/thinkaurelius/titan/diskstorage/solr/transform/GeoToWktConverterTest.java","L11312","1","0","22","0","3","4","1615","0"
"L28405","TitanGraphConfiguration.java","titan-rexster/src/main/java/com/thinkaurelius/titan/tinkerpop/rexster/TitanGraphConfiguration.java","L28404","10","0","66","0","3","5","1615","0"
"L29341","AbstractTitanAssemblyIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/AbstractTitanAssemblyIT.java","L29340","5","0","121","0","2","5","1077","0"
"L29342","BerkeleyAssemblyIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/BerkeleyAssemblyIT.java","L29340","1","0","8","0","2","3","1077","0"
"L29343","BerkeleyESAssemblyIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/BerkeleyESAssemblyIT.java","L29340","1","0","8","0","2","3","1077","0"
"L29344","CassandraEmbeddedAssemblyIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/CassandraEmbeddedAssemblyIT.java","L29340","1","0","8","0","2","3","1077","0"
"L29345","CassandraEmbeddedESAssemblyIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/CassandraEmbeddedESAssemblyIT.java","L29340","1","0","8","0","2","3","1077","0"
"L29346","CassandraThriftAssemblyIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/CassandraThriftAssemblyIT.java","L29340","1","0","14","0","2","3","1077","0"
"L29347","CassandraThriftESAssemblyIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/CassandraThriftESAssemblyIT.java","L29340","1","0","25","0","2","4","1615","0"
"L29348","FaunusCassandraIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/FaunusCassandraIT.java","L29340","1","0","38","1","2","5","1077","0"
"L29349","FaunusGraphSONIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/FaunusGraphSONIT.java","L29340","1","0","8","0","2","3","1615","0"
"L29350","FaunusHBaseIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/FaunusHBaseIT.java","L29340","1","0","15","0","2","2","1077","0"
"L29351","GraphOfTheGodsCompatIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/GraphOfTheGodsCompatIT.java","L29340","7","0","76","0","2","6","1077","0"
"L29352","GremlinShellArgsIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/GremlinShellArgsIT.java","L29340","1","0","8","1","2","2","1077","0"
"L29353","TitanScriptIT.java","titan-dist/src/test/java/com/thinkaurelius/titan/pkgtest/TitanScriptIT.java","L29340","1","0","8","0","2","2","1077","0"
"L29466","DefaultSchemaProvider.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/DefaultSchemaProvider.java","L29465","5","0","66","1","2","7","1615","0"
"L29467","FaunusEdge.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusEdge.java","L29465","1","0","6","0","2","3","1615","0"
"L29468","FaunusEdgeLabel.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusEdgeLabel.java","L29465","1","0","32","0","2","3","1615","0"
"L29469","FaunusElement.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusElement.java","L29465","75","0","318","2","2","14","1615","0"
"L29470","FaunusPathElement.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusPathElement.java","L29465","15","0","168","0","2","8","1077","0"
"L29471","FaunusProperty.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusProperty.java","L29465","1","0","4","0","2","4","1615","0"
"L29472","FaunusPropertyKey.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusPropertyKey.java","L29465","4","0","96","0","2","6","1615","0"
"L29473","FaunusRelation.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusRelation.java","L29465","1","0","9","0","2","3","1615","0"
"L29474","FaunusRelationType.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusRelationType.java","L29465","4","0","70","0","2","4","1615","0"
"L29475","FaunusSchemaManager.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusSchemaManager.java","L29465","16","0","138","1","2","4","1615","0"
"L29476","FaunusSerializer.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusSerializer.java","L29465","52","0","364","1","2","11","1615","0"
"L29477","FaunusVertex.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusVertex.java","L29465","19","0","248","0","2","10","1077","0"
"L29478","FaunusVertexLabel.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusVertexLabel.java","L29465","4","0","59","0","2","5","1615","0"
"L29479","FaunusVertexQuery.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusVertexQuery.java","L29465","54","0","359","0","2","8","1077","0"
"L29480","FaunusVertexQueryFilter.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/FaunusVertexQueryFilter.java","L29465","22","0","154","0","2","9","1077","0"
"L29481","HadoopFactory.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/HadoopFactory.java","L29465","2","0","20","0","3","6","1077","0"
"L29482","HadoopGraph.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/HadoopGraph.java","L29465","7","0","111","0","3","19","1077","0"
"L29483","HadoopPipeline.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/HadoopPipeline.java","L29465","39","0","677","1","3","13","1077","0"
"L29484","Holder.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/Holder.java","L29465","8","0","90","0","3","7","1615","0"
"L29485","LifeCycleElement.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/LifeCycleElement.java","L29465","1","0","28","0","2","2","1615","0"
"L29486","SimpleFaunusEdge.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/SimpleFaunusEdge.java","L29465","3","0","52","0","2","3","1615","0"
"L29487","SimpleFaunusProperty.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/SimpleFaunusProperty.java","L29465","2","0","43","0","2","2","1615","0"
"L29488","SimpleFaunusRelation.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/SimpleFaunusRelation.java","L29465","5","0","97","0","2","3","1615","0"
"L29489","StandardFaunusEdge.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/StandardFaunusEdge.java","L29465","15","0","138","0","2","9","1077","0"
"L29490","StandardFaunusProperty.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/StandardFaunusProperty.java","L29465","10","0","95","0","2","9","1077","0"
"L29491","StandardFaunusRelation.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/StandardFaunusRelation.java","L29465","14","0","101","0","2","9","1615","0"
"L29492","TitanIndexRepair.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/TitanIndexRepair.java","L29465","2","0","86","0","2","13","1615","0"
"L29493","TitanIndexRepairMapper.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/TitanIndexRepairMapper.java","L29465","43","0","255","0","2","20","1077","0"
"L29494","Tokens.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/Tokens.java","L29465","1","0","42","0","3","14","1615","0"
"L29495","WeightedWritable.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/WeightedWritable.java","L29465","4","0","82","0","3","7","1615","0"
"L29516","HadoopCompat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/compat/HadoopCompat.java","L29515","1","0","23","0","3","10","1615","0"
"L29517","HadoopCompatLoader.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/compat/HadoopCompatLoader.java","L29515","9","0","43","0","3","8","1077","0"
"L29518","HadoopCompiler.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/compat/HadoopCompiler.java","L29515","1","0","37","0","3","3","1077","0"
"L30298","HadoopConfiguration.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/config/HadoopConfiguration.java","L30297","26","0","154","0","2","8","1615","0"
"L30299","HBaseAuthHelper.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/config/HBaseAuthHelper.java","L30297","13","0","61","0","2","4","1615","0"
"L30300","HybridConfigured.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/config/HybridConfigured.java","L30297","1","0","26","0","3","11","1615","0"
"L30301","ModifiableHadoopConfiguration.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/config/ModifiableHadoopConfiguration.java","L30297","11","0","114","0","1","6","1615","0"
"L30302","TitanHadoopConfiguration.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/config/TitanHadoopConfiguration.java","L30297","1","0","198","0","3","29","1615","0"
"L31404","EdgeCopyMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/EdgeCopyMapReduce.java","L31403","6","0","86","0","3","18","1615","0"
"L31405","FormatTools.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/FormatTools.java","L31403","4","0","19","0","3","6","1077","0"
"L31406","HadoopFileOutputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/HadoopFileOutputFormat.java","L31403","3","0","37","0","3","10","1615","0"
"L31407","Inverter.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/Inverter.java","L31403","11","0","41","0","3","5","1615","0"
"L31408","JobConfigurationFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/JobConfigurationFormat.java","L31403","1","0","6","0","3","4","1077","0"
"L31409","MapReduceFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/MapReduceFormat.java","L31403","1","0","5","0","3","4","1077","0"
"L31410","VertexQueryFilter.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/VertexQueryFilter.java","L31403","11","0","110","0","3","9","1615","0"
"L33003","HDFSTools.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/hdfs/HDFSTools.java","L33002","17","0","95","0","3","4","1077","0"
"L33004","NoFilter.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/hdfs/NoFilter.java","L33002","1","0","12","0","3","4","1077","0"
"L33005","NoSideEffectFilter.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/hdfs/NoSideEffectFilter.java","L33002","3","0","21","0","3","4","1077","0"
"L33006","NoUnderscoreFilter.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/hdfs/NoUnderscoreFilter.java","L33002","1","0","12","0","3","4","1077","0"
"L33007","TextFileLineIterator.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/hdfs/TextFileLineIterator.java","L33002","12","0","84","0","3","4","1077","0"
